Call_Date,Complaint,ID,Product,Resolution_Description,Resolved_Ontime,Provider,Minutes_On_Phone,Severity,Failure_Type,Customer_Type
6/11/2013,"Caller was not happy w/any of the Relay oprs.  Has to wait long time to call out because they have to wait for opr (computer does ASCII search) and they have to repeat the nbr they want to call.  They also said they first noticed the wait problems a few weeks ago when RC started sending the ""ur caller ID will be sent"" macro.  Caller does not like new macro.",135,Credit Services,Apologized for inconvenience & told caller I would give these notes to our tech and see what could be done.  Thanked her for bringing this to my attention and asked if the opr could dial a nbr for them and they requested a nbr to call & call was turned over to opr.  No customer info provided for follow up.,Yes,Metricom,22,Medium,Credit Services,Direct
6/14/2013,VCO was upset that all agents are not answering her question if they read her CDB Notes before she gives a nbr to call to.  She wants the agent's to read the CDB notes before dialing out and is upset that many are not.,136,Overdraft Protection services,"Thanked caller for this info and bringing it to my attention.  Apologized for her inconvenience that some Relay agents have been causing her by not reading the CDB notes, then asked if there was anything else I could do.  Caller said no.  Again thanked caller and passed call back to agent who placed another call.  Talked w/this CA about importance of reading CDB notes before dialing out and informing the CA that they can answer processing questions while in opr mode.",Yes,Metricom,19,High,Credit Services,Direct
6/18/2013,Customer called complaining that her call notes were not visible to agent when placing a call today.  She did not have an agent nbr except it was a nbr starting w/5 indicating the NM Ctr.  I explained to caller this was a technical problem and the I would enter a TT#03908315 and apologized that she had this problem.,137,Account Relationship Packages,AM talked w/customer and she understood that it is critical to have CA nbr for pinpointing problem.,Yes,Conversys,13,Medium,Credit Services,Direct
6/18/2013,Customer called complaining that her call notes were not visible to agent when placing a call today.  She did not have an agent nbr except it was a nbr starting w/5 indicating the NM Ctr.  I explained to caller this was a technical problem and the I would enter a TT#03908315 and apologized that she had this problem.,137,Account Relationship Packages,AM talked w/customer and she understood that it is critical to have CA nbr for pinpointing problem.,Yes,TeleSynch,13,Medium,Credit Services,Direct
6/17/2013,"Caller upset that CA refused to answer VCO's question if CA had read CDB notes before VCO would give calling to nbr.  CA's have not been reding notes and even when caller went thru CS, nothing seems to have improved.  Caller is still upset that the CA's are not reading the notes even after the aller asks them to before placing call.",138,Overdraft Protection services,Apologized for inconvenience & agreed w/caller that yes the notes should be read.  Unable to follow up w/out CA nbr.,No,Conversys,24,Medium,Credit Services,Direct
6/17/2013,"Agent was leaving msg on ans mach when phone was picked up by person being called.  Agent continued reading the msg & hung up w/o acknowledging phone being answered.  In addition, OB could not hear msg because of her own voice being recorded over msg.  Apologized & thanked her for letting us know.  Informed her the agent would be coached.",139,Certificate of Deposit,No customer info provided for follow up.  TT closed due to inaccurate nbrs.,Yes,Conversys,11,Low,Banking Services,Direct
6/17/2013,"Caller upset that CA refused to answer VCO's question if CA had read CDB notes before VCO would give calling to nbr.  CA's have not been reding notes and even when caller went thru CS, nothing seems to have improved.  Caller is still upset that the CA's are not reading the notes even after the aller asks them to before placing call.",138,Overdraft Protection services,Apologized for inconvenience & agreed w/caller that yes the notes should be read.  Unable to follow up w/out CA nbr.,No,TeleSynch,24,Medium,Credit Services,Direct
6/17/2013,"Agent was leaving msg on ans mach when phone was picked up by person being called.  Agent continued reading the msg & hung up w/o acknowledging phone being answered.  In addition, OB could not hear msg because of her own voice being recorded over msg.  Apologized & thanked her for letting us know.  Informed her the agent would be coached.",139,Certificate of Deposit,No customer info provided for follow up.  TT closed due to inaccurate nbrs.,Yes,TeleSynch,11,Low,Banking Services,Direct
6/21/2013,"Customer does not like the new caller ID.  She says there should be a way to tell if the call is coming thru Relay or not.  She has calls coming in that are voice for her hearing spouse as well as Relay calls.  I explained that the caller ID is set up to meet ""equal access"" w/the service being as close to ""normal"" as possible.  She says she understands that but thinks there should still be a way to tell if a call is coming thru Relay.  I told her I would pass her comments on to the AM.",140,Certificate of Deposit,Unable to follow up due to no customer info.,No,Metricom,53,Medium,Credit Services,Reseller
6/24/2013,"Customer unable to get through to OSD.  Had tried 4 times.  Gets recording stating pls hld for next avail agent, then phone disconnects.  CS thanked customer for letting us know and apologized for inconvenience and gave MCI & ATT OSD nbrs if further problems arise.",141,Credit Services,OSD experienced power outage for 2 days (off & on) affecting service to customers.,Yes,Metricom,37,High,Credit Services,Government
6/25/2013,"Complaint regarding new macro ""ur caller ID will send"".  CS thanked customer for taking time to call and let us know.  Explained that the msg is sent automatically w/every call.  Asked him if he would like the AM to contact him regarding why this is necessary, or what changes may be made in the future.  He said yes he would like the AM to call him.",142,Account Relationship Packages,AM talked w/customer and informed him that this concern would be addressed w/ITAC and will be removed later if ITAC decided to.,No,Conversys,43,Low,Banking Services,Direct
